loan_id,customer_id,branch_id,loan_type,principal,outstanding,interest_rate,emi,tenure_months,disbursed_date,status,dpd
LN00003725,CUST0009346,BR0009,PersonalLoan,39666.1,2008.01,8.74,6424.24,60,2024-05-19,Active,0
LN00003726,CUST0003138,BR0039,PersonalLoan,150663.71,84606.7,12.89,1291.72,36,2025-03-09,Active,0
LN00003727,CUST0009987,BR0028,HomeLoan,118719.0,34182.18,9.53,13290.54,120,2025-04-10,Active,0
LN00003728,CUST0006137,BR0036,HomeLoan,56273.31,214525.92,6.93,5879.01,36,2023-06-07,Closed,0
LN00003729,CUST0008368,BR0007,AutoLoan,68171.84,256940.91,9.94,4712.67,120,2024-08-31,Active,0
LN00003730,CUST0005752,BR0043,HomeLoan,203193.28,24655.9,13.6,8728.09,48,2023-04-02,Closed,0
LN00003731,CUST0004643,BR0016,AutoLoan,566324.24,13453.43,7.95,2659.92,120,2022-05-08,Closed,0
LN00003732,CUST0002829,BR0049,PersonalLoan,732954.5,203564.2,13.92,2803.08,12,2019-07-16,Active,0
LN00003733,CUST0006823,BR0021,EducationLoan,89639.0,189314.4,9.64,5629.11,180,2019-03-14,Active,0
LN00003734,CUST0002880,BR0045,PersonalLoan,393628.72,70054.0,9.55,7842.26,48,2024-01-28,Active,0
LN00003735,CUST0008360,BR0016,PersonalLoan,33135.66,96266.6,7.97,6594.81,60,2024-02-22,Active,68
LN00003736,CUST0003294,BR0042,PersonalLoan,36310.42,246595.33,7.05,7115.2,48,2021-12-14,Active,0
LN00003737,CUST0004489,BR0014,PersonalLoan,109129.46,91490.75,16.24,13206.02,60,2023-01-22,Active,0
LN00003738,CUST0001703,BR0015,AutoLoan,123394.36,44306.81,15.19,3569.27,24,2023-09-16,NPA,0
LN00003739,CUST0008411,BR0048,HomeLoan,46482.88,371884.83,9.54,2457.58,48,2020-05-26,Closed,0
LN00003740,CUST0004357,BR0035,HomeLoan,354867.45,102825.98,13.51,8041.54,60,2025-03-29,Closed,39
LN00003741,CUST0006484,BR0005,PersonalLoan,119226.72,23290.25,12.27,14246.5,48,2021-07-22,Active,0
LN00003742,CUST0003837,BR0032,AutoLoan,74143.79,111875.91,11.08,4242.89,12,2020-01-09,Active,0
LN00003743,CUST0004337,BR0016,PersonalLoan,127304.99,452072.59,14.72,8889.02,60,2022-05-15,Active,0
LN00003744,CUST0000833,BR0045,PersonalLoan,37797.47,107458.77,14.59,7695.46,60,2023-09-03,Active,72
LN00003745,CUST0005378,BR0016,AutoLoan,19611.24,21266.89,8.95,2100.47,60,2025-01-26,Closed,0
LN00003746,CUST0005081,BR0047,PersonalLoan,235639.19,35792.93,10.32,8190.21,120,2019-04-16,Active,0
LN00003747,CUST0005914,BR0023,EducationLoan,242083.16,295432.44,15.7,3591.68,48,2021-04-01,Active,0
LN00003748,CUST0002757,BR0032,EducationLoan,228297.88,59032.62,16.17,3243.89,48,2025-10-29,Active,0
LN00003749,CUST0008744,BR0047,PersonalLoan,472766.02,732688.23,11.32,6188.53,120,2019-07-04,Closed,0
LN00003750,CUST0002716,BR0030,HomeLoan,145128.27,37605.76,7.97,4961.82,36,2024-05-06,Active,0
LN00003751,CUST0002372,BR0016,GoldLoan,245766.22,17006.56,11.4,3691.15,180,2020-10-14,Active,0
LN00003752,CUST0004148,BR0037,GoldLoan,188515.85,179759.44,8.74,13821.67,60,2025-02-22,Closed,0
LN00003753,CUST0006244,BR0002,HomeLoan,516292.68,236240.18,8.56,1982.03,180,2020-05-21,Closed,148
LN00003754,CUST0005126,BR0009,EducationLoan,209891.73,557696.01,12.87,2634.87,240,2026-01-27,Active,0
LN00003755,CUST0005912,BR0023,HomeLoan,102526.88,60208.56,13.19,8706.27,60,2024-08-03,Active,0
LN00003756,CUST0009477,BR0010,GoldLoan,40809.24,121822.47,16.22,3055.54,240,2025-02-02,Closed,0
LN00003757,CUST0003383,BR0024,HomeLoan,34327.97,112033.41,6.92,3112.86,24,2020-11-08,Active,0
LN00003758,CUST0007539,BR0021,PersonalLoan,119496.87,39794.86,7.56,6226.57,240,2020-11-11,Closed,0
LN00003759,CUST0003008,BR0009,GoldLoan,301565.85,6416.98,6.92,6300.53,60,2021-08-10,Active,0
LN00003760,CUST0009035,BR0050,HomeLoan,156995.18,251411.28,8.56,4189.35,12,2025-04-03,Active,0
LN00003761,CUST0001229,BR0015,EducationLoan,81584.08,9489.89,10.45,3496.05,240,2025-09-01,Active,8
LN00003762,CUST0000438,BR0042,HomeLoan,792599.15,469900.14,9.31,3513.3,120,2021-12-27,Active,0
LN00003763,CUST0003363,BR0043,HomeLoan,403082.03,18885.46,10.48,2821.88,84,2019-11-01,Active,0
LN00003764,CUST0001220,BR0030,PersonalLoan,36622.82,50484.66,12.51,18580.32,240,2019-05-08,Closed,0
LN00003765,CUST0005763,BR0026,EducationLoan,90306.8,76317.21,11.33,5824.8,240,2022-03-20,Active,0
LN00003766,CUST0002941,BR0048,PersonalLoan,60888.01,754522.78,8.67,9183.66,24,2021-08-21,Closed,0
LN00003767,CUST0009718,BR0029,PersonalLoan,80941.89,105450.27,7.72,5724.79,180,2020-01-28,Active,0
LN00003768,CUST0005307,BR0027,HomeLoan,149622.93,35878.67,13.53,22840.89,36,2019-05-06,NPA,0
LN00003769,CUST0005975,BR0034,AutoLoan,82693.78,50838.53,10.9,4689.34,240,2024-12-12,Active,0
LN00003770,CUST0008802,BR0040,HomeLoan,581977.37,16859.79,10.58,6978.87,12,2023-11-22,Active,0
LN00003771,CUST0004025,BR0011,PersonalLoan,596009.16,62881.91,7.23,3164.37,24,2022-01-29,Active,0
LN00003772,CUST0008825,BR0046,AutoLoan,434840.17,795691.95,14.36,2414.6,36,2022-10-11,Active,0
LN00003773,CUST0009142,BR0031,GoldLoan,1223961.89,38332.35,10.91,1207.68,240,2024-05-31,NPA,0
LN00003774,CUST0007500,BR0021,PersonalLoan,803218.25,51838.83,10.9,1711.98,48,2025-07-29,Active,0
LN00003775,CUST0000241,BR0020,HomeLoan,664340.75,16275.1,9.73,5735.86,48,2026-03-09,Active,0
LN00003776,CUST0007770,BR0029,HomeLoan,77607.45,77486.64,15.48,29531.58,60,2024-04-18,Active,0
LN00003777,CUST0009040,BR0043,EducationLoan,234775.58,62466.28,11.67,4589.2,240,2021-11-16,Active,0
LN00003778,CUST0007033,BR0014,EducationLoan,307827.44,527338.9,13.77,1133.08,12,2024-11-21,Closed,0
LN00003779,CUST0008651,BR0039,HomeLoan,159730.28,9340.93,9.67,2113.35,36,2023-11-19,Active,0
LN00003780,CUST0004672,BR0025,AutoLoan,284690.17,126061.3,15.07,3258.21,48,2019-04-19,Active,0
LN00003781,CUST0006997,BR0040,HomeLoan,155439.61,15074.09,11.55,5502.4,60,2020-03-09,Active,0
LN00003782,CUST0004683,BR0025,HomeLoan,1587355.17,36820.55,14.01,2156.87,180,2020-02-02,Active,0
LN00003783,CUST0006753,BR0048,AutoLoan,1326097.22,25205.85,8.06,5673.68,36,2023-10-15,Active,0
LN00003784,CUST0002615,BR0025,PersonalLoan,658287.09,106518.69,12.6,18682.02,24,2023-12-19,Active,0
LN00003785,CUST0000354,BR0005,EducationLoan,368129.36,22598.82,9.18,1138.17,12,2023-06-09,Active,0
LN00003786,CUST0000597,BR0047,AutoLoan,1437978.01,24451.62,11.82,21137.06,240,2019-06-10,Active,0
LN00003787,CUST0008618,BR0047,EducationLoan,259958.26,97127.87,13.07,9689.16,48,2024-09-30,Closed,0
LN00003788,CUST0003184,BR0023,PersonalLoan,452717.52,95531.74,12.45,1486.7,12,2023-02-23,Active,0
LN00003789,CUST0005408,BR0047,HomeLoan,184524.57,340757.17,14.28,3110.62,48,2021-10-28,NPA,0
LN00003790,CUST0007667,BR0003,AutoLoan,371937.19,88678.39,13.59,7959.36,120,2021-09-04,Closed,0
LN00003791,CUST0008710,BR0031,AutoLoan,899822.04,309151.87,11.98,2926.51,120,2023-01-29,Closed,0
LN00003792,CUST0003896,BR0043,PersonalLoan,657496.28,6745.75,11.11,5871.79,48,2023-11-20,Closed,4
LN00003793,CUST0000785,BR0035,PersonalLoan,147536.72,112976.82,9.34,15396.41,240,2021-10-19,Active,0
LN00003794,CUST0007909,BR0012,EducationLoan,158566.86,17998.55,7.42,875.78,120,2020-11-12,Active,0
LN00003795,CUST0005944,BR0039,PersonalLoan,288987.56,87038.18,12.61,4055.81,240,2020-04-08,Active,0
LN00003796,CUST0006787,BR0026,EducationLoan,124428.57,14427.28,10.91,10290.22,36,2020-09-03,NPA,0
LN00003797,CUST0008140,BR0031,PersonalLoan,52794.27,39415.99,15.08,8959.84,36,2019-12-22,Active,0
LN00003798,CUST0008364,BR0022,GoldLoan,180939.55,89805.52,7.87,5392.05,24,2023-11-06,Active,0
LN00003799,CUST0006329,BR0035,AutoLoan,219584.0,217685.48,8.57,2210.5,60,2020-08-25,Active,0
LN00003800,CUST0005603,BR0028,PersonalLoan,214746.11,72984.48,11.54,4582.11,84,2020-08-13,Closed,0
LN00003801,CUST0002481,BR0033,HomeLoan,37894.36,32923.7,8.59,3267.91,24,2020-07-26,Closed,0
LN00003802,CUST0005202,BR0028,HomeLoan,357803.6,13336.5,10.77,923.16,180,2021-05-19,Closed,0
LN00003803,CUST0008836,BR0049,AutoLoan,105186.63,5286.79,13.16,1208.15,36,2023-08-31,Active,0
LN00003804,CUST0006446,BR0016,HomeLoan,10328.6,85224.53,16.05,3975.76,48,2020-03-06,Closed,0
LN00003805,CUST0005791,BR0023,HomeLoan,311151.17,167031.55,11.13,5961.46,240,2019-03-29,Closed,0
LN00003806,CUST0008988,BR0002,EducationLoan,43777.8,24600.89,11.65,861.16,180,2026-01-06,Closed,31
LN00003807,CUST0007802,BR0009,PersonalLoan,269150.76,31935.8,11.34,8899.05,240,2021-01-25,Active,0
LN00003808,CUST0004009,BR0018,EducationLoan,28916.7,149355.48,10.98,1516.74,180,2024-10-13,Active,0
LN00003809,CUST0005081,BR0020,PersonalLoan,40027.32,77084.0,8.5,1387.07,240,2020-06-13,Restructured,0
LN00003810,CUST0004041,BR0033,HomeLoan,527222.25,4764.32,11.29,5772.38,240,2021-02-25,Active,0
LN00003811,CUST0002933,BR0032,HomeLoan,98231.73,528451.65,14.74,5215.65,84,2024-01-29,Active,0
LN00003812,CUST0008384,BR0034,AutoLoan,72445.98,66414.31,10.68,5874.39,48,2022-07-28,Active,0
LN00003813,CUST0001755,BR0023,PersonalLoan,912238.82,72170.39,14.54,4860.81,180,2020-12-10,Closed,0
LN00003814,CUST0001339,BR0028,PersonalLoan,48756.22,74890.04,13.43,5233.52,60,2024-05-24,Active,0
LN00003815,CUST0003003,BR0008,HomeLoan,2904175.85,42394.69,8.42,12406.66,240,2023-03-21,Active,0
LN00003816,CUST0007105,BR0009,PersonalLoan,300079.28,38346.62,14.58,11794.72,120,2026-01-02,Active,0
LN00003817,CUST0003713,BR0032,HomeLoan,318707.92,81678.67,6.8,932.34,48,2019-11-12,Active,0
LN00003818,CUST0002019,BR0002,PersonalLoan,95410.83,107794.85,16.41,3915.93,36,2019-06-02,Active,0
LN00003819,CUST0007858,BR0046,EducationLoan,193962.79,40113.45,15.58,2328.68,36,2020-05-28,Active,0
LN00003820,CUST0003060,BR0019,PersonalLoan,172419.83,131861.55,14.09,2226.22,180,2024-01-23,Active,0
LN00003821,CUST0003742,BR0041,GoldLoan,13764.52,31152.45,8.68,3340.1,48,2020-10-28,Active,0
LN00003822,CUST0002136,BR0048,PersonalLoan,605749.36,20307.82,8.2,18963.85,48,2023-05-26,Closed,0
LN00003823,CUST0000874,BR0033,AutoLoan,76043.41,63531.08,16.2,4382.02,24,2025-08-06,Active,0
LN00003824,CUST0006059,BR0020,HomeLoan,273855.83,563410.11,15.46,1266.22,48,2020-11-17,Active,0
LN00003825,CUST0004932,BR0048,HomeLoan,67244.05,121489.63,12.13,3142.15,12,2020-11-02,NPA,0
LN00003826,CUST0000447,BR0013,EducationLoan,142097.33,129222.85,16.09,3074.63,120,2024-12-13,Active,0
LN00003827,CUST0007548,BR0017,HomeLoan,102428.29,305340.18,8.08,2468.9,36,2021-03-28,Active,0
LN00003828,CUST0003570,BR0004,HomeLoan,82842.37,88401.35,10.98,6029.33,12,2025-03-26,Active,0
LN00003829,CUST0003169,BR0035,HomeLoan,16462.32,1243202.23,13.82,4425.46,36,2024-03-29,Closed,0
LN00003830,CUST0007445,BR0009,PersonalLoan,129362.56,39860.99,14.48,783.04,48,2025-02-27,Restructured,0
LN00003831,CUST0008842,BR0033,EducationLoan,1314755.84,133309.8,8.76,4658.46,84,2020-10-01,Active,0
LN00003832,CUST0004760,BR0009,HomeLoan,38765.05,46077.98,12.03,3093.0,36,2024-08-17,Active,0
LN00003833,CUST0006219,BR0004,HomeLoan,7252.91,15356.92,12.0,6159.47,60,2023-09-11,Active,0
LN00003834,CUST0003442,BR0027,EducationLoan,47753.46,94796.84,11.15,17955.95,24,2023-02-12,Active,0
LN00003835,CUST0000743,BR0026,AutoLoan,855461.05,250621.61,10.49,6163.08,24,2021-11-21,NPA,0
LN00003836,CUST0007490,BR0036,GoldLoan,145249.92,8394.97,14.01,49493.58,60,2020-09-10,Active,0
LN00003837,CUST0007482,BR0001,AutoLoan,352459.48,142161.98,13.19,14361.98,36,2025-07-23,Active,0
LN00003838,CUST0001153,BR0031,HomeLoan,83638.9,37530.77,8.94,15457.32,120,2025-11-02,Active,0
LN00003839,CUST0006814,BR0005,PersonalLoan,121647.17,37767.17,11.22,7247.07,180,2025-03-22,Closed,0
LN00003840,CUST0006379,BR0016,HomeLoan,596264.71,259386.68,8.23,1377.84,24,2023-03-11,NPA,0
LN00003841,CUST0005845,BR0028,PersonalLoan,9688.68,32607.42,9.11,5052.61,12,2025-10-11,Active,0
LN00003842,CUST0005923,BR0035,HomeLoan,1232336.81,17002.31,10.54,19119.43,24,2021-02-15,Active,0
LN00003843,CUST0000287,BR0035,PersonalLoan,386826.6,24843.71,9.98,2613.32,12,2025-03-22,Active,0
LN00003844,CUST0007150,BR0012,AutoLoan,52638.53,196966.5,14.24,3359.76,12,2023-11-17,NPA,0
LN00003845,CUST0001819,BR0032,HomeLoan,398564.79,45341.83,9.4,3159.58,12,2021-04-22,Active,0
LN00003846,CUST0004085,BR0046,GoldLoan,79946.97,100371.25,7.69,2449.42,60,2020-04-05,Active,0
LN00003847,CUST0001090,BR0037,HomeLoan,215145.65,8884.88,8.12,7940.68,84,2023-06-23,Closed,0
LN00003848,CUST0003180,BR0039,HomeLoan,134367.53,145986.21,8.63,8700.61,24,2023-08-15,NPA,0
LN00003849,CUST0003421,BR0047,PersonalLoan,552554.01,127120.27,6.53,4701.54,24,2023-04-10,Active,0
LN00003850,CUST0006675,BR0011,HomeLoan,155300.67,243119.77,10.76,6554.48,120,2023-03-25,Active,0
LN00003851,CUST0005953,BR0041,AutoLoan,21918.64,81378.06,14.02,3316.57,36,2021-03-23,Active,0
LN00003852,CUST0002810,BR0031,HomeLoan,185010.82,75553.94,9.54,8221.86,60,2025-12-12,Active,0
LN00003853,CUST0004370,BR0016,PersonalLoan,30840.98,1294726.49,8.31,4433.57,84,2022-06-27,Active,0
LN00003854,CUST0002920,BR0024,PersonalLoan,16854.6,73926.71,12.15,14128.02,180,2024-06-23,Active,0
LN00003855,CUST0008499,BR0019,PersonalLoan,12064.61,119250.52,11.65,1539.56,180,2020-09-03,Restructured,0
LN00003856,CUST0006867,BR0018,HomeLoan,388825.84,33011.6,13.03,5844.78,180,2020-08-11,Closed,0
LN00003857,CUST0005629,BR0001,HomeLoan,170084.61,34038.1,9.14,9150.33,12,2022-01-03,Active,126
LN00003858,CUST0003329,BR0025,AutoLoan,31884.18,321557.51,8.2,7398.14,120,2022-02-11,Active,0
LN00003859,CUST0002177,BR0012,HomeLoan,91943.08,26343.3,15.11,8549.51,24,2023-01-13,Active,0
LN00003860,CUST0008610,BR0047,GoldLoan,81923.59,261442.98,7.92,10242.25,24,2021-03-20,Active,16
LN00003861,CUST0001016,BR0003,EducationLoan,727913.66,25318.58,16.05,3441.21,36,2020-08-20,NPA,0
LN00003862,CUST0000370,BR0030,AutoLoan,150333.73,107326.9,14.96,3798.08,180,2020-06-11,Active,0
LN00003863,CUST0003410,BR0007,EducationLoan,1238852.84,347128.42,15.92,5776.69,36,2020-05-11,Active,0
LN00003864,CUST0008630,BR0038,HomeLoan,137246.8,61200.16,11.91,6323.18,48,2025-08-28,Closed,0
LN00003865,CUST0009286,BR0019,HomeLoan,384731.31,7148.92,12.16,7317.66,120,2024-08-02,Closed,0
LN00003866,CUST0009276,BR0014,PersonalLoan,106027.71,2183.9,7.94,1804.9,48,2019-09-29,Active,0
LN00003867,CUST0007910,BR0027,HomeLoan,38544.5,25925.77,15.31,1803.05,36,2024-05-15,Active,0
LN00003868,CUST0002658,BR0015,PersonalLoan,154112.96,150971.83,11.87,37136.64,84,2023-10-18,Active,0
LN00003869,CUST0003205,BR0021,PersonalLoan,299822.5,5901.03,13.3,2668.2,120,2021-02-22,Active,0
LN00003870,CUST0002026,BR0005,PersonalLoan,31589.03,255225.42,11.44,1802.87,24,2024-11-20,Active,0
LN00003871,CUST0008775,BR0029,HomeLoan,10161.98,95841.24,14.87,3464.97,240,2023-02-08,Restructured,0
LN00003872,CUST0003996,BR0017,PersonalLoan,215891.48,34152.94,8.21,18102.82,60,2023-01-19,Closed,0
LN00003873,CUST0000508,BR0036,GoldLoan,147218.96,93190.14,11.94,7691.65,24,2023-09-02,Closed,0
LN00003874,CUST0001047,BR0040,PersonalLoan,128513.15,111970.38,16.39,15861.24,36,2020-02-24,Active,0
LN00003875,CUST0007495,BR0010,HomeLoan,496547.68,57563.87,10.65,3710.61,240,2020-12-05,Active,0
LN00003876,CUST0005227,BR0028,HomeLoan,348154.04,127465.1,7.73,9373.48,24,2022-01-29,Active,0
LN00003877,CUST0009011,BR0026,HomeLoan,114544.7,22264.3,10.61,10361.99,84,2025-02-22,Active,0
LN00003878,CUST0000128,BR0024,PersonalLoan,159224.1,102736.96,12.35,5814.88,84,2025-04-19,Active,0
LN00003879,CUST0006151,BR0024,GoldLoan,90022.49,10121.61,8.36,820.27,12,2020-10-05,Active,0
LN00003880,CUST0006171,BR0019,PersonalLoan,192790.07,45294.88,10.23,3743.0,36,2022-02-19,Active,0
LN00003881,CUST0007356,BR0015,HomeLoan,101408.44,11436.51,7.51,4344.15,24,2024-01-06,Active,0
LN00003882,CUST0005498,BR0038,HomeLoan,11813.57,44458.91,8.65,10709.36,120,2020-02-05,Active,160
LN00003883,CUST0000384,BR0033,HomeLoan,196100.41,84029.06,8.54,1358.8,12,2025-06-06,Restructured,0
LN00003884,CUST0002261,BR0013,AutoLoan,261705.37,25071.78,15.77,5630.36,48,2025-02-01,NPA,0
LN00003885,CUST0008170,BR0044,HomeLoan,204239.35,77874.95,12.6,11241.21,24,2021-02-09,Active,0
LN00003886,CUST0001034,BR0032,PersonalLoan,149625.84,187629.46,9.44,2812.05,240,2023-08-12,NPA,0
LN00003887,CUST0000875,BR0013,AutoLoan,101696.37,43578.25,15.35,26842.62,60,2024-04-22,Closed,0
LN00003888,CUST0006694,BR0026,EducationLoan,685115.9,18658.27,8.34,5932.3,24,2022-03-22,Active,0
LN00003889,CUST0006817,BR0012,HomeLoan,2206867.91,4871.41,12.43,10306.67,180,2024-05-23,Active,0
LN00003890,CUST0008904,BR0046,HomeLoan,406443.94,63878.69,13.09,2625.0,48,2023-10-25,Active,0
LN00003891,CUST0000298,BR0006,HomeLoan,109494.31,15631.23,12.54,6108.1,60,2021-08-12,Active,0
LN00003892,CUST0003373,BR0021,PersonalLoan,304296.09,25623.51,15.31,4512.99,12,2022-11-28,Active,0
LN00003893,CUST0005432,BR0046,HomeLoan,69036.65,109266.66,13.54,11070.52,24,2020-12-21,Active,0
LN00003894,CUST0001751,BR0041,HomeLoan,693424.36,73552.52,6.78,660.52,36,2023-04-14,Active,0
LN00003895,CUST0002158,BR0032,EducationLoan,132260.81,22586.15,9.36,2096.92,180,2021-08-15,Closed,0
LN00003896,CUST0004397,BR0046,PersonalLoan,116222.61,169359.56,6.56,3312.94,60,2022-11-08,Active,0
LN00003897,CUST0006458,BR0008,GoldLoan,506570.38,40111.56,12.16,2085.39,24,2023-06-02,NPA,0
LN00003898,CUST0004456,BR0002,PersonalLoan,596736.51,9155.84,14.83,2598.48,36,2019-07-23,Active,0
LN00003899,CUST0005887,BR0028,HomeLoan,226126.08,378546.18,12.14,3203.21,12,2021-10-14,Active,0
LN00003900,CUST0005524,BR0045,AutoLoan,213589.5,16935.64,12.14,6676.52,48,2020-03-07,Restructured,0
LN00003901,CUST0007558,BR0013,HomeLoan,38363.92,3754298.84,9.13,3910.25,48,2021-10-09,Active,0
LN00003902,CUST0001060,BR0046,HomeLoan,105352.88,123915.07,6.69,3461.16,240,2025-01-15,Closed,0
LN00003903,CUST0008801,BR0045,HomeLoan,131232.18,41966.08,15.71,11821.87,24,2022-08-05,Closed,0
LN00003904,CUST0007794,BR0031,PersonalLoan,311779.16,131328.81,7.0,2829.65,120,2021-01-25,Active,172
LN00003905,CUST0005599,BR0012,AutoLoan,1518777.8,71121.54,11.5,8116.72,48,2023-09-14,Active,0
LN00003906,CUST0004976,BR0034,AutoLoan,38850.41,39148.44,6.85,8733.46,240,2022-09-20,Active,0
LN00003907,CUST0005433,BR0031,EducationLoan,55970.04,196030.43,13.4,5670.96,24,2024-07-29,Active,0
LN00003908,CUST0005964,BR0023,HomeLoan,1685740.52,24449.77,10.86,5675.74,240,2023-04-22,Closed,0
LN00003909,CUST0008513,BR0005,HomeLoan,700670.43,35883.31,10.2,2167.25,84,2020-02-29,Active,0
LN00003910,CUST0001169,BR0036,AutoLoan,709471.59,43004.28,9.23,8312.78,12,2025-05-20,Active,0
LN00003911,CUST0001181,BR0045,EducationLoan,474626.26,19716.12,13.09,5873.29,48,2024-05-29,Closed,0
LN00003912,CUST0000579,BR0002,AutoLoan,593532.79,21405.88,10.04,921.71,36,2022-12-30,Closed,0
LN00003913,CUST0008285,BR0036,PersonalLoan,115703.91,239883.4,12.05,6826.41,48,2021-06-27,Closed,0
LN00003914,CUST0007431,BR0010,HomeLoan,529374.18,20385.65,6.63,10786.67,120,2021-11-02,Closed,0
LN00003915,CUST0001942,BR0038,EducationLoan,88719.52,11623.52,7.53,31849.02,36,2019-09-30,Active,0
LN00003916,CUST0008959,BR0050,AutoLoan,335605.74,45506.6,7.87,4709.47,24,2020-07-09,Active,0
LN00003917,CUST0001133,BR0014,HomeLoan,34774.4,187601.54,8.04,9511.78,60,2019-07-16,Active,0
LN00003918,CUST0007465,BR0007,EducationLoan,134355.17,451437.45,14.46,2544.01,240,2023-05-12,Closed,0
LN00003919,CUST0006612,BR0022,HomeLoan,208166.95,184047.49,11.82,10885.0,240,2020-08-14,Active,0
LN00003920,CUST0007373,BR0040,HomeLoan,94226.15,120021.95,15.44,2760.66,36,2020-11-18,NPA,0
LN00003921,CUST0006505,BR0049,HomeLoan,14328.47,75558.04,6.63,17818.85,12,2024-09-04,Active,0
LN00003922,CUST0002320,BR0019,PersonalLoan,172996.06,6366.31,12.67,3995.01,36,2022-04-19,Active,0
LN00003923,CUST0000944,BR0027,HomeLoan,230546.27,11727.96,9.94,11724.63,48,2025-09-18,Closed,0
LN00003924,CUST0004324,BR0038,HomeLoan,222564.41,43116.22,7.17,4156.87,48,2019-09-19,Active,0
LN00003925,CUST0004805,BR0049,PersonalLoan,166275.95,110589.32,7.08,5700.72,84,2024-03-11,Active,0
LN00003926,CUST0008053,BR0007,HomeLoan,464937.97,9767.31,11.78,19010.8,180,2019-09-06,Active,0
LN00003927,CUST0006888,BR0011,HomeLoan,366946.23,210197.9,14.84,6894.52,12,2024-06-20,Active,0
LN00003928,CUST0008039,BR0018,HomeLoan,141750.88,24417.43,8.68,3742.15,84,2025-03-20,Active,0
LN00003929,CUST0004505,BR0020,HomeLoan,244813.19,503635.33,12.24,8843.28,84,2020-08-15,Active,0
LN00003930,CUST0000346,BR0027,HomeLoan,43692.4,34512.97,7.51,37876.15,24,2021-11-05,Active,0
LN00003931,CUST0004797,BR0005,HomeLoan,36329.32,158528.32,12.0,4367.66,24,2020-05-30,Active,0
LN00003932,CUST0002086,BR0013,PersonalLoan,40409.64,10935.41,9.23,5356.7,12,2019-10-03,Closed,0
LN00003933,CUST0007626,BR0042,AutoLoan,672403.01,50712.08,11.8,21768.07,12,2019-09-17,Active,0
LN00003934,CUST0002178,BR0002,HomeLoan,50701.37,78106.95,8.65,8342.66,84,2022-03-25,Active,0
LN00003935,CUST0000713,BR0028,HomeLoan,202087.48,58334.12,15.82,2983.44,24,2020-07-04,Closed,0
LN00003936,CUST0004824,BR0014,PersonalLoan,73567.93,32936.93,14.38,4892.67,120,2023-04-26,Active,117
LN00003937,CUST0006775,BR0028,HomeLoan,62474.79,46045.03,13.38,3218.92,60,2025-08-11,Closed,0
LN00003938,CUST0004827,BR0009,GoldLoan,1523009.6,55219.93,9.75,15545.31,12,2019-10-18,NPA,0
LN00003939,CUST0005939,BR0042,HomeLoan,128513.28,112030.72,11.44,4288.44,12,2024-12-14,Active,0
LN00003940,CUST0004653,BR0033,GoldLoan,558066.71,1298431.58,12.58,14648.16,84,2025-02-17,Closed,0
LN00003941,CUST0009848,BR0026,AutoLoan,17445.1,62125.82,12.72,1760.24,60,2022-10-15,Active,0
LN00003942,CUST0009645,BR0048,PersonalLoan,301388.03,16716.36,12.6,5199.02,36,2020-09-01,Active,0
LN00003943,CUST0000035,BR0033,AutoLoan,89311.66,112676.11,7.34,6402.03,12,2021-01-25,Closed,100
LN00003944,CUST0006006,BR0019,HomeLoan,258451.7,44831.45,13.97,5062.8,48,2024-03-28,Active,0
LN00003945,CUST0001499,BR0036,PersonalLoan,72376.79,114629.92,8.11,14864.2,240,2023-10-28,Closed,0
LN00003946,CUST0004884,BR0029,PersonalLoan,105059.06,194043.87,9.93,14544.69,240,2024-11-11,Active,0
LN00003947,CUST0004488,BR0015,EducationLoan,402208.56,19934.35,13.81,8711.3,84,2022-04-07,Closed,0
LN00003948,CUST0005122,BR0034,HomeLoan,117259.72,155580.26,15.17,1177.76,180,2022-04-15,Active,0
LN00003949,CUST0007727,BR0035,PersonalLoan,388627.96,27915.55,9.76,9269.91,120,2023-12-04,Active,0
LN00003950,CUST0009086,BR0025,HomeLoan,199223.97,289995.95,16.35,4061.57,60,2024-10-06,Active,0
LN00003951,CUST0002254,BR0029,HomeLoan,249098.54,2461.74,12.79,12186.47,12,2023-09-27,Active,0
LN00003952,CUST0005797,BR0027,AutoLoan,118624.1,51093.48,12.96,22484.79,24,2021-01-07,Active,0
LN00003953,CUST0002927,BR0032,PersonalLoan,86118.56,14140.4,10.22,13914.53,240,2024-07-09,Active,0
LN00003954,CUST0002296,BR0013,HomeLoan,26131.73,107281.6,8.58,4588.3,60,2022-04-20,Active,0
LN00003955,CUST0008730,BR0024,HomeLoan,155581.7,278505.09,15.41,21482.21,24,2019-03-24,Active,0
LN00003956,CUST0005777,BR0021,HomeLoan,118776.6,15257.16,15.8,8127.04,36,2024-10-06,Closed,0
LN00003957,CUST0009592,BR0048,PersonalLoan,202021.22,146804.0,12.01,4960.15,60,2022-06-13,NPA,0
LN00003958,CUST0006069,BR0009,EducationLoan,12252.36,157793.02,6.74,2342.21,60,2023-12-17,Active,0
LN00003959,CUST0004408,BR0041,PersonalLoan,101040.47,21472.63,13.49,2339.06,48,2021-03-21,Closed,0
LN00003960,CUST0005703,BR0005,HomeLoan,68759.62,103626.32,9.44,14845.93,36,2020-07-29,Closed,0
LN00003961,CUST0009189,BR0003,HomeLoan,44791.66,8570.09,9.06,2899.68,120,2019-08-31,Active,0
